public_id,screen_1,screen_1a___1,screen_1a___2,screen_1a___3,screen_1b,screen_1c,screen_2,screen_3,screen_3a___1,screen_3a___2,screen_3a___3,screen_3a___4,screen_3a___5,ss_1,ss_2,ss_3,ss_4,ss_5,ss_6,ss_7,ss_8,ss_9,ss_10,ss_11,ss_12,ps_1,ps_2,ps_3,ps_4,ps_5,ps_6,ps_7,ps_8,ps_9,ps_10,ps_11,ps_12,ps_13,ps_14,ps_15,ps_16,ps_17,ps_18,cn_1,cn_2,cn_3,cn_4___1,cn_4___2,cn_4___3,cn_4___4,cn_4___5,cn_4___6,cn_5___1,cn_5___2,cn_5___3,cn_5___4,cn_5___5,cn_5___6,cn_5___7,cn_5___8,cn_5___9,cn_6,cn_7,cn_8,bn_1,bn_2a,bn_2b,bn_2c,bn_2d,bn_2e,bn_2f,bn_2g,bn_3,bn_4,fh_1,fh_2,fh_3,fh_4,fh_5,fh_6,fh_7,fh_8___1,fh_8___2,fh_8___3,fh_8___4,fh_8___5,fh_8___6,fh_8___7,fh_8___8,ne_1,ne_2a,ne_2b,ne_2c,ne_2d,ne_2e,ne_2f,ne_2g,sassy_1,sassy_2,sassy_3,sassy_4,pa_1,pa_2,pa_3,pa_4,pa_5,pa_6,pa_7,pa_8,pa_9,pa_10,pa_11,pa_12,demo_3,demo_7,demo_8,demo_9___1,demo_9___2,demo_9___3,demo_9___4,demo_9___5,demo_9___6,demo_9___7,demo_9___8,demo_9___9,demo_9___10,demo_9___11,demo_9___12,demo_10,demo_11a,demo_11b,demo_12,demo_13,age_cat,gender,edu,race_eth,raw_weight,normalized_weight
763,1,1,0,0,1,1,16,1,0,1,0,0,0,6,7,5,6,5,6,5,6,5,6,5,6,4,4,5,4,4,4,3,4,3,4,3,3,4,3,4,3,4,3,1,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,3,1,3,3,NA,3,2,2,2,3,2,1,2,2,1,3,2,2,0,0,0,0,0,0,0,0,1,1,4,3,3,2,3,3,2,3,NA,2,2,4,3,3,4,3,3,NA,4,3,3,4,3,1,6,2,1,0,0,0,0,0,0,0,0,0,0,0,6,2,3,0,2,35-44,Male,Graduate/professional,White,1842.041159136506,1.1585577099706224
467,1,1,0,0,0,1,16,0,0,0,0,0,0,1,3,1,1,1,5,1,1,1,1,1,1,5,5,1,1,5,5,5,5,1,1,1,1,1,1,1,1,1,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,1,1,1,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,3,4,4,4,4,4,4,4,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,3,1,4,1,0,0,0,0,0,0,0,1,0,0,0,1,5,5,2,2,45-54,Female,HS diploma/GED or less,Black,1461.6358103857085,0.919300542711723
765,1,1,0,0,0,1,16,0,0,0,0,0,0,5,5,6,4,4,4,4,5,5,4,5,4,4,5,3,5,5,5,5,5,2,3,2,2,3,2,2,2,4,5,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,NA,1,3,2,2,3,3,3,3,3,3,3,0,2,2,1,3,1,2,1,0,0,0,0,1,0,1,0,1,3,4,3,1,2,2,2,3,2,2,2,3,3,2,3,3,2,3,3,2,3,2,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,35-44,Female,Some college/Associate,Hispanic,2182.945896212761,1.372970840505853
1004,1,1,0,0,0,1,16,0,0,0,0,0,0,1,1,1,1,1,2,2,1,2,1,1,2,5,5,1,1,5,5,5,5,5,5,1,1,1,1,1,1,5,5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,1,2,3,1,2,1,1,2,1,1,2,0,3,3,2,NA,2,2,0,0,0,0,0,0,0,0,1,2,3,4,4,4,4,2,2,1,2,3,2,4,4,4,4,4,4,4,3,3,3,3,3,2,8,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,45-54,Female,Some college/Associate,White,1489.5429548072927,0.936852830928804
939,1,1,0,0,1,4,16,1,0,0,0,1,0,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,2,2,1,2,2,1,1,1,5,5,1,0,4,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,NA,2,2,3,1,3,2,1,1,1,1,1,0,3,3,2,NA,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,4,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,25-34,Female,HS diploma/GED or less,Other/Multiple,2294.9474310639184,1.4434145659822042
886,1,1,0,0,1,1,16,1,1,0,0,0,0,6,6,7,6,5,6,6,7,5,6,5,6,4,5,4,3,4,4,5,4,4,3,4,4,5,4,4,5,4,4,0,0,5,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,NA,3,2,2,2,2,3,3,2,2,1,1,0,1,1,1,3,2,2,0,1,0,0,0,0,0,1,0,1,3,4,4,3,3,4,3,2,1,3,2,3,4,4,3,3,4,3,3,4,3,4,3,2,30,3,1,0,0,0,0,0,0,0,0,0,0,0,6,4,5,2,2,25-34,Male,Some college/Associate,White,762.2747514602719,0.4794351559626536
109,1,1,0,0,0,1,16,0,0,0,0,0,0,6,6,3,4,5,2,2,4,4,6,2,4,4,4,4,4,4,4,4,4,2,3,2,3,1,1,3,3,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,1,4,1,3,3,2,2,3,3,1,4,0,4,3,2,NA,1,1,NA,1,0,0,0,1,0,0,0,6,2,1,4,4,4,3,2,3,2,3,3,3,2,3,3,2,2,2,2,2,2,2,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,2,45-54,Male,HS diploma/GED or less,Black,1628.7149567031818,1.0243855090173395
859,1,1,0,0,0,2,16,0,0,0,0,0,0,3,3,5,5,3,5,5,5,5,3,5,5,4,5,2,5,4,5,5,5,4,4,2,3,3,2,2,1,4,4,0,0,4,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,NA,1,2,2,3,3,3,3,3,3,2,1,0,3,3,1,3,1,1,0,1,0,0,0,0,0,0,0,3,4,4,4,1,4,1,1,1,1,1,1,1,4,1,4,4,4,4,1,1,3,3,3,1,8,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,35-44,Male,Some college/Associate,Hispanic,2432.477779740033,1.5299147209995616
967,1,1,0,0,1,1,16,0,0,0,0,0,0,7,7,6,5,7,7,6,3,6,7,3,6,4,5,2,4,5,5,5,4,1,4,2,2,1,1,4,2,4,5,1,0,5,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,2,2,3,1,3,2,2,2,2,1,3,1,3,3,2,NA,2,1,0,1,0,0,0,0,0,1,0,4,4,4,4,4,3,3,1,2,2,2,1,4,4,4,4,4,4,3,4,4,4,4,4,1,9,4,1,0,0,0,0,0,0,0,0,0,0,0,5,4,2,1,2,45-54,Female,Bachelor's,Other/Multiple,4483.2971518621225,2.819784159336625
223,1,1,0,0,0,1,16,0,0,0,0,0,0,1,1,1,1,1,2,1,1,1,1,1,1,5,5,5,5,5,5,5,NA,4,4,4,4,4,4,2,4,4,4,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,2,4,1,1,1,1,1,1,1,1,1,3,3,2,NA,2,2,0,0,0,0,0,0,0,0,1,1,3,3,3,3,3,1,1,5,4,3,4,3,3,3,3,4,4,3,3,3,3,3,3,2,9,2,1,0,0,0,0,0,0,0,0,0,0,0,8,5,5,3,2,45-54,Male,Graduate/professional,White,2991.273604927941,1.8813711520134744
643,1,1,0,0,0,1,16,0,0,0,0,0,0,6,6,6,6,7,6,6,7,7,7,7,7,5,5,NA,3,5,5,5,5,1,3,1,1,3,1,1,1,5,5,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,2,3,NA,3,2,3,3,2,1,1,1,3,3,2,NA,2,2,0,1,0,0,0,0,0,0,0,1,4,4,4,4,4,1,1,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,2,10,2,1,0,0,0,0,0,0,0,0,0,1,0,6,3,2,2,2,45-54,Male,Graduate/professional,Other/Multiple,5940.104823305814,3.736048028536283
490,1,1,0,0,0,2,16,0,0,0,0,0,0,6,6,5,6,6,5,5,5,6,5,5,5,4,4,3,1,4,4,4,4,1,2,1,1,1,1,2,1,4,4,0,0,5,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,NA,3,2,4,1,2,2,1,1,1,1,1,1,3,3,2,NA,2,2,0,0,0,0,0,0,0,0,1,1,3,3,3,3,3,2,1,1,1,2,1,4,3,3,3,3,2,3,3,3,3,3,3,1,6,2,1,1,0,0,0,0,0,0,0,0,0,0,6,2,2,1,2,35-44,Male,Bachelor's,Hispanic,3686.849456615342,2.318855820499159
622,1,1,0,0,0,2,16,0,0,0,0,0,0,6,4,7,5,5,4,6,5,4,5,6,6,4,3,4,4,5,4,3,4,4,3,3,4,4,3,4,2,4,NA,1,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NA,3,2,2,2,1,2,1,3,2,2,1,1,2,3,2,NA,1,2,1,0,0,0,1,0,0,0,0,1,3,2,3,2,3,3,2,2,2,3,1,3,2,2,3,2,NA,2,3,2,3,3,2,1,8,2,1,0,0,0,0,0,0,0,0,0,0,0,5,2,2,1,2,35-44,Male,Graduate/professional,White,1842.041159136506,1.1585577099706224
13,1,1,0,0,0,2,16,0,0,0,0,0,0,7,7,7,7,7,6,6,7,6,7,7,6,5,5,4,4,5,5,5,5,1,2,1,2,1,1,1,1,5,5,0,0,5,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,1,2,3,1,2,1,2,1,1,1,2,1,3,3,2,NA,2,2,0,0,0,0,0,0,0,0,1,3,4,1,1,1,2,2,2,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,2,13,2,1,0,0,0,0,0,0,0,0,0,0,0,6,2,2,1,2,45-54,Male,Some college/Associate,White,1659.8121583421544,1.0439441939786631
62,1,1,0,0,2,3,16,0,0,0,0,0,0,5,5,3,5,4,3,4,5,5,6,5,4,5,5,2,4,5,5,5,4,5,4,2,4,3,1,3,3,4,5,0,0,2,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,NA,2,2,2,2,3,2,3,3,2,3,1,0,3,3,2,NA,2,2,0,1,0,0,0,0,0,0,0,1,3,3,4,4,2,1,1,4,3,4,3,4,4,4,4,3,3,3,3,4,2,2,2,2,12,2,1,0,0,0,0,0,0,0,0,0,0,0,8,5,4,1,2,35-44,Male,Graduate/professional,White,1842.041159136506,1.1585577099706224
941,1,0,1,0,0,2,16,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,4,2,1,3,2,3,1,3,3,2,3,0,3,3,1,3,2,1,1,0,1,0,1,0,0,1,0,3,4,2,4,4,4,4,4,2,2,2,2,3,3,3,3,3,3,3,2,3,2,1,2,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,45-54,Female,Some college/Associate,Black,865.1870857442284,0.5441621995166875
964,1,1,0,0,0,2,16,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,4,5,4,4,5,4,4,4,3,3,3,3,2,2,2,2,4,5,0,0,5,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,NA,3,2,3,1,2,2,3,2,2,2,1,1,3,3,2,NA,2,2,0,0,0,0,0,0,0,0,1,1,2,2,3,3,2,2,2,1,1,5,2,3,3,4,4,4,4,3,3,3,4,4,4,2,30,2,1,0,0,0,0,0,0,0,0,0,0,0,4,3,2,2,2,55+,Female,Some college/Associate,White,1086.3782831652727,0.683281114356741
559,1,1,0,0,1,1,16,1,0,1,0,0,0,3,1,1,2,1,2,2,1,2,1,2,2,5,5,3,5,5,5,5,5,4,4,4,4,1,1,2,1,5,5,1,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA,1,2,1,2,3,3,3,3,3,3,2,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,3,1,3,2,3,1,4,4,4,4,3,3,4,4,4,4,2,2,3,16,3,1,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,2,45-54,Female,Bachelor's,White,2257.665282403276,1.419965838704413
563,1,1,0,0,0,1,16,0,0,0,0,0,0,1,2,1,1,1,2,3,1,4,5,1,5,2,5,5,5,4,4,4,2,4,5,5,5,5,5,5,5,2,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,3,3,3,3,3,3,3,3,1,3,3,2,NA,2,2,0,1,1,0,0,0,0,0,0,3,1,1,1,1,1,3,2,2,2,2,1,1,3,1,1,1,1,2,1,2,4,4,4,3,5,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,35-44,Female,Bachelor's,White,1390.2815064757544,0.8744220238336669
684,1,1,0,0,0,1,16,0,0,0,0,0,0,5,5,4,4,5,5,5,4,5,4,5,5,4,5,4,4,5,5,5,4,2,4,3,3,3,2,4,3,4,5,0,0,4,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,NA,3,2,2,1,3,1,3,2,2,1,2,1,3,2,2,NA,1,2,0,1,0,0,0,0,0,0,0,1,1,1,4,2,3,2,1,1,1,2,1,3,4,3,4,3,3,3,2,NA,3,2,3,2,10,4,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,2,45-54,Male,Bachelor's,White,2515.7383163110812,1.582281703193324
134,1,1,0,0,0,1,16,0,0,0,0,0,0,1,1,4,7,4,6,6,7,5,3,7,7,5,5,1,4,5,5,5,5,1,1,1,1,1,1,1,1,5,5,1,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,NA,2,2,3,1,3,2,1,1,1,2,2,1,3,3,2,NA,2,2,0,0,0,0,0,0,0,0,1,1,4,1,1,3,3,4,4,1,1,2,1,4,4,4,4,4,4,4,2,4,1,1,1,2,25,2,1,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,2,45-54,Male,HS diploma/GED or less,White,2804.0650734628357,1.7636257441948735
56,1,1,0,0,1,3,16,0,0,0,0,0,0,6,5,6,6,5,7,6,6,5,6,7,6,5,4,5,4,5,5,5,5,1,4,2,1,1,2,1,3,4,5,0,0,5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,NA,4,1,4,1,1,1,1,1,1,1,2,1,3,3,2,NA,2,2,0,0,0,0,0,0,0,0,1,1,3,2,3,3,3,2,1,2,1,1,1,3,4,4,3,3,3,4,4,3,3,3,3,1,14,2,1,1,0,0,0,0,0,0,0,0,0,0,8,1,1,2,2,35-44,Female,Graduate/professional,Hispanic,3934.052662229595,2.474335071531802
614,1,0,0,1,0,1,16,0,0,0,0,0,0,6,6,6,NA,6,6,6,6,6,6,6,6,4,4,2,4,4,4,4,4,4,2,2,2,2,2,2,2,4,4,1,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,NA,1,2,2,1,1,1,1,1,1,1,4,0,3,3,2,NA,2,2,1,0,0,0,0,0,0,0,1,1,1,1,4,1,2,2,2,3,4,4,5,4,NA,NA,4,3,4,4,4,4,4,4,3,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,55+,Female,Some college/Associate,Black,631.0126591476388,0.39687744094017025
414,1,1,0,0,1,1,16,0,0,0,0,0,0,6,6,5,5,6,5,5,5,6,5,6,5,4,NA,5,4,3,4,5,4,4,NA,4,4,4,4,4,4,3,3,0,0,5,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,2,2,1,3,3,3,3,3,1,2,3,0,1,2,1,2,1,1,0,0,0,0,0,0,0,0,1,1,4,3,3,4,3,3,3,1,1,2,2,3,3,3,4,3,4,3,3,3,2,3,3,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,1,4,4,2,1,18-24,Male,HS diploma/GED or less,Black,385.5929567727038,0.242519930004604
990,1,1,0,0,1,1,16,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,5,NA,3,4,5,5,5,5,5,5,1,1,1,5,2,3,5,5,1,0,5,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,NA,1,2,3,2,2,2,2,2,2,2,1,1,3,3,2,NA,1,1,0,0,0,0,1,0,0,0,0,2,2,3,3,3,1,3,3,1,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,2,25-34,Female,HS diploma/GED or less,Other/Multiple,2294.9474310639184,1.4434145659822042
808,1,1,0,0,1,2,16,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,3,5,3,3,3,1,1,1,5,5,1,0,5,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,NA,3,2,4,1,2,2,2,1,1,1,1,1,3,4,2,NA,2,2,1,1,1,0,0,0,1,0,0,1,4,4,4,4,4,4,2,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,2,8,2,1,1,0,0,0,0,0,0,0,0,0,0,6,3,3,0,2,35-44,Male,Bachelor's,Hispanic,3686.849456615342,2.318855820499159
866,1,1,0,0,0,4,16,0,0,0,0,0,0,5,4,5,5,4,4,3,4,5,4,3,4,4,4,2,4,2,4,3,3,2,4,2,3,4,4,2,2,4,3,1,1,5,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,3,2,2,2,3,2,2,3,2,2,3,0,2,2,2,NA,1,1,1,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,2,1,2,2,2,3,3,3,3,3,3,1,3,1,3,3,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,2,35-44,Female,HS diploma/GED or less,Black,900.0825995865985,0.5661098451514985
502,1,1,0,0,3,6,16,0,0,0,0,0,0,7,7,4,4,7,4,4,3,3,7,2,2,5,5,5,3,5,5,5,5,3,2,1,1,1,1,1,1,5,5,1,0,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,2,3,1,2,3,1,2,1,1,3,1,3,3,2,NA,2,2,2,0,0,0,0,0,0,0,1,1,3,4,4,2,2,3,2,4,2,2,1,2,4,4,3,2,3,4,2,3,4,4,4,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,2,25-34,Female,HS diploma/GED or less,Black,671.261545161862,0.42219210721579575
927,1,1,0,0,2,4,16,0,0,0,0,0,0,7,6,7,6,7,6,7,6,7,5,7,6,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,3,2,2,2,1,2,1,2,1,2,2,1,1,2,1,1,1,1,2,1,0,1,0,0,0,0,0,1,4,3,4,3,4,3,4,1,2,1,2,4,3,4,3,4,3,4,3,4,3,4,3,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,5,4,1,2,25-34,Female,HS diploma/GED or less,White,1155.6724804425671,0.7268639225440828
881,1,1,0,0,1,1,16,1,0,0,0,1,0,6,5,6,6,4,5,3,5,7,4,3,6,4,5,3,4,3,5,4,5,4,5,3,4,4,5,3,4,3,4,1,0,4,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,NA,4,2,2,2,1,1,2,1,2,1,3,0,1,2,1,4,1,1,1,0,0,1,1,0,0,1,0,4,3,3,2,3,2,3,2,1,2,2,2,3,2,4,3,2,3,2,3,4,3,2,4,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,2,35-44,Female,Some college/Associate,Black,532.786509287781,0.3350977881477134
