public_id,screen_1,screen_1a___1,screen_1a___2,screen_1a___3,screen_1b,screen_1c,screen_2,screen_3,screen_3a___1,screen_3a___2,screen_3a___3,screen_3a___4,screen_3a___5,ss_1,ss_2,ss_3,ss_4,ss_5,ss_6,ss_7,ss_8,ss_9,ss_10,ss_11,ss_12,ps_1,ps_2,ps_3,ps_4,ps_5,ps_6,ps_7,ps_8,ps_9,ps_10,ps_11,ps_12,ps_13,ps_14,ps_15,ps_16,ps_17,ps_18,cn_1,cn_2,cn_3,cn_4___1,cn_4___2,cn_4___3,cn_4___4,cn_4___5,cn_4___6,cn_5___1,cn_5___2,cn_5___3,cn_5___4,cn_5___5,cn_5___6,cn_5___7,cn_5___8,cn_5___9,cn_6,cn_7,cn_8,bn_1,bn_2a,bn_2b,bn_2c,bn_2d,bn_2e,bn_2f,bn_2g,bn_3,bn_4,fh_1,fh_2,fh_3,fh_4,fh_5,fh_6,fh_7,fh_8___1,fh_8___2,fh_8___3,fh_8___4,fh_8___5,fh_8___6,fh_8___7,fh_8___8,ne_1,ne_2a,ne_2b,ne_2c,ne_2d,ne_2e,ne_2f,ne_2g,sassy_1,sassy_2,sassy_3,sassy_4,pa_1,pa_2,pa_3,pa_4,pa_5,pa_6,pa_7,pa_8,pa_9,pa_10,pa_11,pa_12,demo_3,demo_7,demo_8,demo_9___1,demo_9___2,demo_9___3,demo_9___4,demo_9___5,demo_9___6,demo_9___7,demo_9___8,demo_9___9,demo_9___10,demo_9___11,demo_9___12,demo_10,demo_11a,demo_11b,demo_12,demo_13,age_cat,gender,edu,race_eth,raw_weight,normalized_weight
333,1,1,0,0,0,2,16,0,0,0,0,0,0,6,6,5,5,6,6,6,6,6,5,5,5,5,5,4,4,4,5,5,4,4,4,4,3,4,1,3,4,5,5,0,1,5,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,2,2,1,2,2,1,2,1,2,1,0,3,3,2,NA,2,2,0,1,0,0,0,1,0,0,0,1,1,1,3,1,3,1,1,3,3,3,2,4,4,4,4,2,2,4,2,2,2,2,2,3,12,4,1,0,0,0,0,0,0,0,0,0,0,0,6,4,4,4,2,45-54,Male,Bachelor's,White,2515.7383163110812,1.582281703193324
746,1,1,0,0,0,2,16,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,6,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,5,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,NA,3,1,4,1,1,1,1,1,1,1,2,1,3,3,2,NA,2,2,0,0,0,0,0,0,0,0,1,4,1,2,2,2,4,4,1,1,1,1,1,4,4,4,4,4,4,3,NA,4,4,3,4,1,20,1,1,0,0,0,0,0,0,0,0,0,0,0,8,5,5,1,2,35-44,Male,Graduate/professional,White,1842.041159136506,1.1585577099706224
132,1,1,0,0,0,1,16,0,0,0,0,0,0,7,6,5,6,7,5,4,4,4,7,3,4,5,5,3,5,5,5,4,5,3,3,2,3,3,1,3,1,5,3,1,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,NA,2,2,2,3,3,3,2,3,2,2,3,0,2,3,2,NA,2,2,1,0,0,0,0,0,0,0,1,1,3,4,2,2,3,3,3,3,3,3,2,4,4,4,3,3,2,4,2,4,4,4,3,2,6,2,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,2,45-54,Female,HS diploma/GED or less,White,2516.4144954629,1.582706988245059
474,1,1,0,0,0,1,16,0,0,0,0,0,0,7,7,7,6,7,7,7,6,7,7,7,7,5,5,2,4,4,5,5,4,1,4,4,2,1,1,2,1,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,1,2,2,1,3,1,1,3,3,1,2,1,2,3,2,NA,2,2,0,0,0,0,0,0,0,0,1,1,1,1,3,1,3,1,1,2,2,2,1,1,3,4,3,2,2,4,1,2,4,3,4,3,12,4,1,0,0,0,0,0,0,0,0,0,0,0,3,5,5,1,2,55+,Female,Some college/Associate,White,1086.3782831652727,0.683281114356741
332,1,1,1,0,0,2,16,0,0,0,0,0,0,5,6,5,6,6,5,5,5,6,5,5,6,5,4,3,4,5,5,4,5,1,2,2,1,2,1,4,1,5,5,0,0,5,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,NA,2,2,4,3,2,1,2,1,1,1,1,1,3,3,2,NA,2,2,0,1,0,0,1,0,0,0,0,1,3,3,4,3,3,3,3,3,2,2,1,4,3,4,3,3,4,3,4,3,2,2,3,1,5,3,1,0,0,0,0,0,0,0,0,0,0,0,7,4,5,1,2,45-54,Male,Graduate/professional,White,2991.273604927941,1.8813711520134744
398,1,1,0,0,1,1,16,0,0,0,0,0,0,6,6,5,6,5,5,5,5,5,5,6,6,4,5,4,4,5,5,5,5,1,1,3,2,1,1,1,4,4,5,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,4,1,2,3,3,3,3,3,3,3,3,0,1,2,1,3,1,1,1,1,0,1,0,0,0,0,0,4,3,1,4,4,3,4,4,1,2,5,5,1,3,1,3,1,1,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,NA,2,35-44,Female,HS diploma/GED or less,Black,900.0825995865985,0.5661098451514985
628,1,1,0,0,1,3,16,0,0,0,0,0,0,3,3,5,5,5,4,4,6,5,5,5,5,4,4,5,4,4,5,5,4,3,4,4,4,3,3,4,4,4,4,0,0,5,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,NA,2,2,2,1,3,3,2,3,3,2,1,0,2,2,1,2,1,1,0,1,1,0,0,0,0,0,0,1,3,3,4,3,4,2,1,3,2,2,2,4,4,4,4,4,4,3,3,3,3,2,3,2,14,2,1,0,0,0,0,0,0,0,0,0,0,0,6,4,4,1,2,35-44,Male,Bachelor's,White,1549.2041639478907,0.97437694025349
828,1,1,0,0,0,2,16,0,0,0,0,0,0,5,5,5,6,6,5,5,6,5,5,5,5,5,4,3,3,4,4,4,4,2,2,2,2,1,2,2,2,4,4,1,0,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NA,2,2,3,1,2,2,2,2,1,1,1,1,3,3,2,NA,2,2,0,0,0,0,0,0,0,0,1,3,3,4,4,3,3,2,1,3,2,3,2,3,4,3,3,3,4,3,3,3,3,3,3,2,6,2,1,0,0,0,0,0,0,0,0,0,0,0,5,3,3,1,2,35-44,Male,Some college/Associate,White,1022.1205800313608,0.6428660253553122
144,1,1,0,0,0,4,16,0,0,0,0,0,0,3,3,2,3,3,4,3,4,3,4,3,3,4,4,4,5,4,4,5,5,2,4,2,4,1,1,1,2,4,4,1,0,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,NA,4,2,1,2,3,3,2,3,3,3,2,0,2,1,2,NA,2,2,0,0,0,0,0,0,0,0,1,1,1,1,3,1,3,1,1,2,2,3,3,4,4,4,4,1,1,3,1,4,4,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,2,25-34,Female,Some college/Associate,White,684.0780024163839,0.4302530592162906
635,1,1,0,0,0,1,16,0,0,0,0,0,0,7,7,6,6,NA,4,6,6,4,7,7,4,5,5,4,2,5,5,5,5,2,2,2,2,2,1,2,3,5,5,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,1,2,4,1,1,1,1,1,1,1,1,1,3,3,2,NA,2,2,0,0,0,0,0,0,0,0,1,1,4,4,4,4,4,1,1,1,2,2,1,3,4,3,4,4,4,4,2,4,3,3,3,2,9,1,1,0,0,0,0,0,0,0,0,0,0,0,6,3,3,1,2,35-44,Female,Bachelor's,Hispanic,3308.6398397163757,2.080979665848664
159,1,1,0,0,0,1,16,0,0,0,0,0,0,5,5,6,5,5,4,4,5,4,5,5,6,4,3,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,1,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,3,2,2,2,1,2,3,2,2,2,1,1,2,2,2,NA,2,2,0,0,0,0,0,0,0,0,1,1,3,3,4,3,3,3,4,3,3,3,2,3,3,4,3,3,4,3,3,3,3,4,3,1,5,3,1,0,0,0,0,0,0,0,0,0,0,0,7,3,3,2,2,45-54,Male,HS diploma/GED or less,Black,1628.7149567031818,1.0243855090173395
1032,1,0,1,0,0,1,16,0,0,0,0,0,0,5,4,4,5,5,6,5,2,5,5,1,5,5,4,1,4,4,4,4,4,2,2,2,2,2,1,3,1,4,4,1,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,3,2,3,1,3,2,3,2,1,1,3,1,2,3,2,NA,2,2,0,0,0,0,0,0,0,0,1,3,4,4,4,2,2,2,2,2,2,1,1,4,4,4,3,2,2,3,2,4,4,4,4,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,2,55+,Female,HS diploma/GED or less,Black,1066.0245796705744,0.6704795870980924
598,1,0,0,1,0,1,16,0,0,0,0,0,0,6,6,5,5,6,5,5,6,6,5,5,6,4,5,4,5,5,4,NA,4,4,5,4,4,4,1,3,4,5,5,1,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,NA,2,2,2,2,3,3,3,3,3,3,2,1,2,2,1,2,1,1,0,0,0,0,0,0,0,0,1,1,3,3,4,4,3,3,NA,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,13,4,1,0,0,0,0,0,0,0,0,0,0,0,5,4,4,1,2,55+,Female,Some college/Associate,White,1086.3782831652727,0.683281114356741
944,1,1,0,0,0,2,16,0,0,0,0,0,0,6,NA,5,5,5,6,6,5,5,5,5,6,5,5,4,2,4,4,4,4,1,1,1,1,1,4,2,2,4,4,1,0,4,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,NA,3,2,4,1,1,1,1,1,1,1,2,1,3,3,2,NA,2,2,0,0,0,0,0,0,0,0,1,1,3,2,4,3,3,1,1,2,2,3,3,4,4,4,4,4,4,4,4,3,3,3,2,1,12,2,1,0,0,0,0,0,0,0,0,0,0,0,6,3,3,2,2,35-44,Female,Bachelor's,White,1390.2815064757544,0.8744220238336669
800,1,1,0,0,1,2,16,0,0,0,0,0,0,1,7,1,1,4,1,1,2,1,3,3,1,4,5,3,1,3,5,5,4,2,1,3,2,4,3,3,3,2,4,1,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,3,2,1,3,3,3,3,3,2,1,3,0,2,1,1,2,1,1,0,1,0,0,0,1,0,0,0,4,2,3,4,1,3,4,4,5,4,4,3,3,4,4,4,4,4,3,2,4,2,2,2,1,10,3,1,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,2,35-44,Female,HS diploma/GED or less,Black,900.0825995865985,0.5661098451514985
962,1,1,0,0,0,3,16,0,0,0,0,0,0,7,6,4,5,6,5,3,5,5,7,6,7,5,5,3,5,4,4,3,5,1,3,1,2,1,1,1,1,5,5,1,0,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,2,2,1,3,3,1,3,1,2,3,1,2,2,2,NA,1,2,0,0,0,0,0,0,0,0,1,3,4,3,2,3,2,2,2,3,2,3,2,4,3,3,3,3,3,2,3,3,3,2,3,2,6,3,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,2,35-44,Female,Bachelor's,White,1390.2815064757544,0.8744220238336669
781,1,0,1,0,0,1,16,0,0,0,0,0,0,3,1,2,1,1,1,1,1,1,3,2,1,2,5,1,5,1,5,5,5,1,1,3,1,3,1,1,1,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,1,2,1,3,2,3,1,3,2,3,4,0,2,2,2,NA,1,1,3,1,0,1,1,1,1,0,0,3,1,4,4,3,2,1,4,5,4,4,4,4,1,1,4,1,4,4,3,1,2,3,3,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,2,25-34,Male,Some college/Associate,Other/Multiple,1513.7337889699593,0.9520677338590492
1020,1,1,0,0,1,3,16,1,1,1,0,0,0,5,6,5,4,3,4,5,5,4,3,4,4,4,4,3,3,4,4,3,3,4,4,3,4,3,3,4,3,3,4,0,0,4,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,NA,3,1,3,2,2,1,2,NA,2,2,2,1,2,2,2,NA,2,2,0,0,0,0,0,0,1,0,0,1,3,3,2,3,3,2,3,3,2,2,3,3,3,2,3,3,2,3,3,3,2,3,3,1,18,3,1,0,0,0,0,0,0,0,0,0,0,0,6,3,3,1,2,35-44,Male,Graduate/professional,White,1842.041159136506,1.1585577099706224
151,1,1,0,0,0,1,16,0,0,0,0,0,0,6,6,6,6,6,7,7,6,7,7,7,7,5,5,2,4,5,5,5,5,1,2,2,2,1,1,1,1,5,5,0,0,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,1,2,2,1,3,1,2,2,1,1,1,0,2,3,2,NA,2,2,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,3,3,2,2,3,4,2,2,1,2,2,2,2,2,2,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,6,5,5,1,2,35-44,Female,Some college/Associate,White,917.2679578814184,0.5769186315091304
869,1,1,0,0,3,4,16,0,0,0,0,0,0,7,7,7,4,7,4,4,4,5,7,4,4,5,5,1,5,5,5,5,5,1,1,1,1,1,1,1,1,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,1,2,3,1,3,3,1,2,2,1,3,1,3,3,2,NA,2,2,0,0,0,0,0,0,0,0,1,2,4,2,4,4,4,2,1,2,2,2,2,4,4,4,4,2,3,4,4,4,4,4,4,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,9,3,3,1,2,25-34,Female,Some college/Associate,Hispanic,1627.9924042188327,1.023931057309
856,1,1,0,0,0,1,16,0,0,0,0,0,0,7,6,6,6,6,6,6,6,5,6,5,6,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,1,0,5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,NA,1,2,3,1,1,1,1,1,1,1,2,1,3,3,2,NA,2,2,0,0,0,0,0,0,0,0,1,1,3,4,3,3,4,3,3,1,2,2,2,4,4,3,4,3,4,4,3,3,3,3,3,2,6,3,1,0,0,0,0,0,0,0,0,0,0,0,8,5,4,4,2,35-44,Male,Some college/Associate,Black,593.6891736236921,0.3734027147092886
189,1,1,0,0,0,1,16,0,0,0,0,0,0,7,7,6,6,6,4,5,5,4,4,5,4,5,5,3,5,5,5,5,4,1,3,1,2,1,1,1,1,5,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1,2,3,2,1,3,2,1,3,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,3,1,3,2,3,2,2,2,2,2,1,3,4,4,3,3,3,4,2,3,4,4,4,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,2,45-54,Female,Some college/Associate,White,1489.5429548072927,0.936852830928804
104,1,1,0,0,0,1,16,0,0,0,0,0,0,7,7,6,5,7,6,5,5,6,7,5,5,4,5,4,5,5,5,5,5,4,3,3,2,3,2,3,3,4,4,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,3,3,3,2,3,2,2,2,0,2,2,1,3,1,2,0,0,0,0,0,0,0,0,1,2,1,3,1,1,1,2,2,3,2,2,2,2,4,2,2,2,3,3,2,3,2,2,2,2,5,3,1,0,0,0,0,0,0,0,0,0,0,0,1,4,4,2,2,45-54,Female,Some college/Associate,Black,865.1870857442284,0.5441621995166875
1053,1,1,0,0,0,3,16,0,0,0,0,0,0,5,6,5,5,5,5,5,5,6,5,5,6,4,4,4,4,3,5,5,5,4,4,4,4,3,4,4,3,4,4,1,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,2,3,2,3,2,2,2,3,3,2,1,3,3,2,NA,NA,2,0,0,0,0,0,0,0,0,1,1,2,2,3,3,2,3,2,4,3,3,3,3,4,4,3,3,3,3,3,3,2,3,3,1,NA,3,1,0,0,0,0,0,0,0,0,0,0,0,6,2,2,1,2,35-44,Female,Graduate/professional,White,1653.0782819408848,1.0397089007638596
1035,1,1,0,0,1,1,16,0,0,0,0,0,0,6,7,5,5,NA,7,7,5,7,5,7,6,5,5,5,3,5,NA,5,5,2,3,3,3,2,2,4,4,5,5,1,0,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,NA,4,2,2,2,2,3,1,3,2,2,2,1,2,2,2,NA,2,2,0,0,0,0,0,0,0,0,1,2,3,2,3,3,3,2,3,1,3,3,1,3,4,4,3,3,4,3,3,4,4,3,4,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,6,3,3,2,2,18-24,Male,HS diploma/GED or less,Black,385.5929567727038,0.242519930004604
1024,1,1,0,0,1,1,16,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NA,1,3,3,2,2,2,2,2,2,2,4,1,2,2,1,3,1,1,0,0,0,0,0,0,0,0,1,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,2,25-34,Female,HS diploma/GED or less,Black,671.261545161862,0.42219210721579575
499,1,1,0,0,1,1,16,0,0,0,0,0,0,5,5,6,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,1,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,3,2,1,2,2,3,2,2,3,3,NA,0,1,2,2,NA,2,2,0,0,0,0,0,0,0,0,1,1,3,3,3,4,3,3,3,4,3,4,3,2,3,3,2,3,3,3,2,2,2,3,3,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,5,4,4,1,2,25-34,Female,Bachelor's,White,1036.8409662352185,0.6521244595904184
974,1,1,0,0,0,3,16,0,0,0,0,0,0,7,7,3,5,7,3,2,5,5,7,4,4,4,5,2,5,5,5,5,5,2,2,1,2,2,1,1,2,5,5,0,1,5,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,2,1,1,3,3,1,3,1,2,2,0,2,2,1,3,1,2,0,1,0,0,0,0,0,0,0,3,3,3,4,2,3,3,2,3,2,2,2,3,4,3,4,4,3,3,2,2,4,4,4,2,6,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,2,25-34,Female,Some college/Associate,White,684.0780024163839,0.4302530592162906
907,1,1,0,0,2,2,16,1,1,0,0,0,0,6,6,6,6,6,6,5,5,6,5,6,5,5,4,3,4,4,3,4,4,4,3,4,3,4,4,3,3,4,4,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,NA,3,2,3,2,2,1,1,1,1,1,1,1,3,3,2,NA,2,2,0,0,0,0,0,0,0,0,1,1,3,4,4,4,4,1,1,3,4,4,3,4,3,4,3,3,3,4,3,3,3,3,3,2,20,2,1,0,0,0,0,0,0,0,0,0,0,0,4,4,5,1,2,18-24,Male,Some college/Associate,White,392.9551178911849,0.2471503849124957
887,1,1,0,0,3,3,16,0,0,0,0,0,0,7,7,6,7,7,7,7,7,7,7,7,7,4,5,3,5,5,5,5,5,5,4,4,2,2,3,1,1,5,5,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,2,2,1,3,3,1,2,2,3,2,0,3,3,2,NA,2,2,0,1,0,0,0,0,0,0,0,2,4,4,4,4,4,1,1,5,4,5,4,3,4,3,4,3,4,4,4,4,4,4,4,2,4,4,1,1,0,0,0,0,0,0,0,0,0,0,3,5,5,1,2,25-34,Male,Graduate/professional,White,1373.753248092597,0.8640265225783257
488,1,1,0,0,1,3,16,0,0,0,0,0,0,6,6,6,6,6,4,4,3,4,6,6,6,4,4,3,5,5,5,5,3,2,2,1,1,3,1,1,1,5,5,1,1,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,5,2,3,1,NA,1,1,1,1,1,2,0,1,2,3,NA,2,2,NA,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,2,2,2,2,3,NA,3,3,2,2,2,2,2,2,2,2,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,25-34,Female,HS diploma/GED or less,White,1155.6724804425671,0.7268639225440828
701,1,1,0,0,0,3,16,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,4,4,2,2,2,2,2,2,2,2,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,1,2,3,2,2,2,2,2,2,2,2,0,3,3,2,NA,2,2,NA,0,0,0,0,0,0,0,1,1,2,2,3,2,2,3,2,3,1,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,2,35-44,Female,Some college/Associate,White,917.2679578814184,0.5769186315091304
115,1,1,0,0,5,5,16,0,0,0,0,0,0,7,7,6,7,7,6,4,7,5,7,7,4,4,5,3,3,5,5,5,5,3,4,2,3,3,1,3,1,5,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,2,2,3,3,1,1,3,2,1,2,0,2,2,1,3,1,1,0,1,0,0,1,0,1,0,0,3,4,4,4,4,4,4,3,4,3,3,2,2,4,2,3,3,3,4,2,2,4,4,4,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,NA,2,25-34,Female,HS diploma/GED or less,White,1155.6724804425671,0.7268639225440828
202,1,1,0,0,2,2,16,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,4,7,4,5,5,5,4,4,5,5,3,5,3,5,1,1,5,1,5,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,1,3,1,2,2,1,3,1,2,3,0,3,3,2,NA,2,2,0,0,0,0,0,0,0,0,1,3,1,4,4,1,4,4,3,3,2,1,1,1,4,1,4,3,1,4,4,4,4,4,1,1,NA,4,1,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,2,45-54,Female,Graduate/professional,Black,1559.2193850996885,0.9806760458000324
96,1,1,0,0,0,2,16,0,0,0,0,0,0,7,6,6,6,6,6,6,7,6,6,6,6,5,5,1,4,5,5,5,5,1,4,1,4,1,1,1,1,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,2,2,3,3,2,2,3,3,1,1,1,3,3,2,NA,NA,2,0,0,0,0,0,0,0,0,1,1,1,1,4,4,4,1,1,5,4,4,4,4,4,4,3,2,2,3,2,3,2,2,2,3,16,2,1,0,0,0,0,0,0,0,0,0,0,0,4,4,3,1,2,45-54,Male,Bachelor's,White,2515.7383163110812,1.582281703193324
994,1,1,0,0,0,1,16,0,0,0,0,0,0,7,7,6,6,6,6,6,6,6,6,7,7,5,5,1,4,4,4,4,4,1,1,1,1,1,1,1,1,4,4,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,1,2,4,1,1,1,1,1,1,1,1,1,3,3,2,NA,2,2,0,0,0,0,0,0,0,0,1,1,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,2,2,3,1,19,2,1,0,0,0,0,0,0,0,0,0,0,0,7,1,1,5,2,45-54,Female,Graduate/professional,White,2684.4185359937233,1.688373669740083
480,1,1,0,0,0,1,16,0,0,0,0,0,0,5,5,5,5,5,5,5,6,6,6,6,5,4,4,3,4,4,4,4,4,2,3,3,3,2,2,2,2,4,4,0,0,5,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,1,2,3,1,2,2,2,2,1,1,1,1,3,3,2,NA,2,2,0,0,0,0,0,0,0,0,1,1,3,4,3,3,3,2,2,4,3,3,3,4,4,3,3,3,3,3,2,2,2,2,2,2,8,3,1,0,0,0,0,0,0,0,0,0,0,0,4,3,3,1,2,45-54,Male,Some college/Associate,White,1659.8121583421544,1.0439441939786631
477,1,1,1,0,0,3,16,0,0,0,0,0,0,6,6,2,2,6,6,6,2,6,6,2,6,5,5,4,3,5,5,5,5,2,3,1,2,1,1,1,1,5,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,3,1,3,2,1,2,1,1,3,0,1,3,1,1,1,1,0,0,0,0,0,0,0,0,1,3,3,2,4,2,1,3,3,5,4,5,5,4,4,4,4,3,3,4,3,3,3,3,3,3,7,4,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,35-44,Female,HS diploma/GED or less,White,1549.620558431681,0.9746388329029524
14,1,1,0,0,0,1,16,0,0,0,0,0,0,6,6,NA,6,6,6,6,6,6,6,6,6,5,NA,5,5,5,NA,NA,5,5,5,5,5,5,5,5,5,5,5,1,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,2,2,1,1,3,3,3,NA,3,3,3,0,2,2,1,4,1,1,1,0,0,0,0,0,0,0,1,2,4,4,4,1,4,1,1,3,3,2,2,1,4,4,1,1,1,4,4,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,35-44,Female,HS diploma/GED or less,Hispanic,3687.84040655727,2.319479081651453
225,1,1,0,0,0,2,16,0,0,0,0,0,0,7,6,6,6,6,6,4,6,6,6,6,6,5,4,3,1,4,4,4,4,4,1,4,1,1,1,1,1,4,4,1,0,4,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,NA,2,2,4,1,2,1,1,2,1,1,1,1,3,3,2,NA,2,2,0,0,0,0,0,0,0,0,1,1,4,3,3,3,3,1,1,1,1,2,1,4,3,3,3,3,3,3,3,3,3,3,3,1,9,2,1,0,0,0,0,0,0,0,0,0,0,0,6,2,3,2,2,45-54,Male,Some college/Associate,Black,964.0863591910806,0.606365215553558
80,1,1,0,0,0,1,16,0,0,0,0,0,0,6,4,6,3,4,5,6,3,6,5,5,5,4,5,4,5,4,4,5,5,4,3,3,2,2,1,4,3,4,4,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,1,2,3,1,3,1,2,1,1,2,1,1,3,3,2,NA,2,2,0,0,0,0,0,0,0,0,1,1,1,3,NA,4,3,2,2,1,2,2,1,4,4,4,4,4,3,3,3,3,3,3,3,1,8,3,1,0,0,0,0,0,0,0,0,0,0,0,6,4,4,2,2,35-44,Female,Bachelor's,Black,807.5320023969847,0.5078998494602641
970,1,1,0,0,2,2,16,0,0,0,0,0,0,6,5,5,6,6,6,6,4,6,6,6,6,5,5,4,4,5,5,5,5,2,3,1,1,2,1,1,1,5,5,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,1,2,1,2,3,3,1,2,2,2,3,0,2,2,1,NA,1,1,0,1,1,0,0,0,0,1,0,3,3,3,4,1,4,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,2,4,4,1,2,18-24,Female,HS diploma/GED or less,White,595.7529288828547,0.3747007202153741
831,1,1,0,0,0,2,16,0,0,0,0,0,0,5,5,6,6,5,3,4,6,6,6,6,6,1,4,2,4,4,4,4,4,1,3,2,1,2,1,1,1,4,4,0,1,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5,2,3,1,3,3,3,1,3,3,1,1,3,3,2,NA,2,2,1,0,0,0,0,0,0,0,1,1,2,3,1,1,4,1,1,1,1,2,1,3,4,3,4,3,4,4,4,4,2,2,2,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,2,35-44,Male,Some college/Associate,White,1022.1205800313608,0.6428660253553122
