public_id,screen_1,screen_1a___1,screen_1a___2,screen_1a___3,screen_1b,screen_1c,screen_2,screen_3,screen_3a___1,screen_3a___2,screen_3a___3,screen_3a___4,screen_3a___5,ss_1,ss_2,ss_3,ss_4,ss_5,ss_6,ss_7,ss_8,ss_9,ss_10,ss_11,ss_12,ps_1,ps_2,ps_3,ps_4,ps_5,ps_6,ps_7,ps_8,ps_9,ps_10,ps_11,ps_12,ps_13,ps_14,ps_15,ps_16,ps_17,ps_18,cn_1,cn_2,cn_3,cn_4___1,cn_4___2,cn_4___3,cn_4___4,cn_4___5,cn_4___6,cn_5___1,cn_5___2,cn_5___3,cn_5___4,cn_5___5,cn_5___6,cn_5___7,cn_5___8,cn_5___9,cn_6,cn_7,cn_8,bn_1,bn_2a,bn_2b,bn_2c,bn_2d,bn_2e,bn_2f,bn_2g,bn_3,bn_4,fh_1,fh_2,fh_3,fh_4,fh_5,fh_6,fh_7,fh_8___1,fh_8___2,fh_8___3,fh_8___4,fh_8___5,fh_8___6,fh_8___7,fh_8___8,ne_1,ne_2a,ne_2b,ne_2c,ne_2d,ne_2e,ne_2f,ne_2g,sassy_1,sassy_2,sassy_3,sassy_4,pa_1,pa_2,pa_3,pa_4,pa_5,pa_6,pa_7,pa_8,pa_9,pa_10,pa_11,pa_12,demo_3,demo_7,demo_8,demo_9___1,demo_9___2,demo_9___3,demo_9___4,demo_9___5,demo_9___6,demo_9___7,demo_9___8,demo_9___9,demo_9___10,demo_9___11,demo_9___12,demo_10,demo_11a,demo_11b,demo_12,demo_13,age_cat,gender,edu,race_eth,raw_weight,normalized_weight
79,1,1,0,0,0,1,16,0,0,0,0,0,0,2,3,4,4,4,2,5,3,4,3,6,4,5,5,3,3,2,2,5,4,4,3,1,2,2,3,5,3,2,3,0,1,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1,2,1,2,2,1,2,3,1,2,1,1,2,1,4,2,2,NA,0,0,1,0,0,1,0,0,1,2,3,1,3,1,4,4,2,4,2,3,1,4,2,2,4,1,3,2,2,1,1,4,1,7,1,1,1,0,0,0,0,0,0,0,0,0,0,4,1,1,1,2,35-44,Male,Bachelor's,Hispanic,3697.3191559227457,2.3276724805368096
410,1,1,0,0,2,3,16,0,0,0,0,0,0,6,6,6,5,6,5,6,4,5,6,4,5,4,5,4,4,4,4,4,4,3,4,1,3,3,2,3,3,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,1,2,2,1,2,2,1,2,1,1,3,0,2,3,2,NA,2,2,1,1,0,0,0,0,0,0,0,1,1,1,3,3,3,2,2,2,2,3,2,3,4,3,3,3,3,3,3,3,3,2,2,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,3,25-34,Female,HS diploma/GED or less,White,1151.387023686997,0.7248635501726229
399,1,0,1,0,1,1,16,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,5,NA,2,4,5,5,5,5,2,3,3,3,4,1,2,2,5,5,1,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,2,2,2,1,2,2,2,2,1,1,3,0,2,2,1,3,1,1,0,1,0,0,0,0,0,0,0,1,4,1,4,4,4,1,1,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1,2,35-44,Female,Some college/Associate,White,914.8147306557618,0.5759278502982456
326,1,1,0,0,0,1,16,0,0,0,0,0,0,7,7,7,7,7,7,NA,7,7,7,7,7,5,5,3,5,5,5,5,5,1,2,2,3,1,1,1,1,5,5,1,0,5,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,NA,2,2,2,3,3,3,3,3,2,1,1,1,2,2,2,NA,1,1,0,0,0,0,0,0,0,0,1,1,3,3,4,4,4,1,1,5,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,2,NA,3,1,0,0,0,0,0,0,0,0,0,0,0,3,5,5,1,2,55+,Male,Some college/Associate,White,1210.0531273041709,0.7617971956522857
911,1,1,0,0,0,1,16,0,0,0,0,0,0,6,5,6,5,5,6,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,5,5,4,1,0,5,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,NA,2,2,2,3,3,2,2,2,2,3,2,1,2,1,1,2,2,2,0,1,0,0,0,1,0,1,0,1,4,4,4,3,4,1,1,2,2,3,3,4,NA,NA,3,3,4,4,4,4,4,4,4,3,20,4,1,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,2,35-44,Male,Graduate/professional,White,1845.9897348581844,1.162155422341533
919,1,1,0,0,0,1,16,0,0,0,0,0,0,5,5,5,5,5,6,5,5,6,5,5,6,5,5,2,3,5,5,5,5,2,4,2,4,1,2,1,2,5,5,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,1,2,3,1,3,1,3,3,2,2,1,1,3,3,2,NA,2,2,0,0,0,0,0,0,0,0,1,1,3,1,4,1,3,2,2,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,20,2,1,0,0,0,0,0,0,0,0,0,0,0,5,5,4,0,2,55+,Male,Bachelor's,White,1840.1376905756565,1.1584712279680225
637,1,0,1,0,0,1,16,0,0,0,0,0,0,7,6,7,6,6,7,6,7,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,1,2,2,1,2,3,3,3,1,1,2,0,4,NA,2,NA,1,1,0,0,0,0,0,0,0,0,1,6,1,1,4,1,1,1,1,5,NA,4,4,1,4,4,3,1,1,1,4,4,3,3,3,3,17,5,1,0,0,0,0,0,0,0,0,0,0,0,1,5,5,2,2,55+,Male,HS diploma/GED or less,White,2050.885822082874,1.2911491509025586
548,1,1,0,0,0,2,16,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,4,4,1,1,4,4,4,4,1,1,1,1,1,1,1,1,4,4,0,0,5,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,1,2,4,3,2,3,3,2,3,3,1,1,3,3,2,NA,2,2,0,0,0,0,0,0,0,0,1,1,3,4,4,4,4,1,1,3,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,2,26,1,1,0,0,0,0,0,0,0,0,0,0,0,4,5,4,1,2,45-54,Male,Bachelor's,White,2521.7078920207355,1.587558394791656
607,1,1,0,0,1,1,16,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,5,5,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,2,4,4,1,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,3,3,2,3,3,3,1,3,3,3,1,0,3,3,2,NA,2,2,0,0,0,0,1,0,0,0,0,1,3,1,3,3,2,1,1,4,4,4,4,3,3,3,3,4,2,3,3,3,4,3,4,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,5,4,4,NA,2,25-34,Female,Bachelor's,White,1033.070995914542,0.6503768882864812
406,1,1,0,0,0,1,16,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,5,5,1,1,5,5,5,5,2,4,4,4,1,1,1,4,NA,4,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,1,2,3,2,3,3,3,2,1,2,3,1,3,3,2,NA,2,2,NA,0,0,0,0,0,0,0,1,1,3,4,4,3,3,1,1,5,NA,4,3,4,4,4,4,3,3,4,4,4,2,2,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,4,2,2,NA,2,55+,NA,Graduate/professional,White,NA,0
649,1,1,0,0,1,2,16,0,0,0,0,0,0,3,6,3,3,6,5,5,3,6,6,2,5,4,4,3,4,4,4,4,4,2,3,1,3,1,1,2,3,4,4,1,0,2,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,NA,4,2,2,3,3,3,3,3,1,1,3,0,3,2,1,2,1,1,1,0,0,0,0,0,0,0,1,3,3,1,2,1,3,3,1,3,3,4,4,3,3,3,3,3,3,3,1,3,3,3,3,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,3,4,4,1,2,25-34,Female,Some college/Associate,White,679.3354626,0.4276802717688018
294,1,0,1,0,1,1,16,0,0,0,0,0,0,4,4,4,4,4,4,4,3,4,4,3,4,3,3,2,2,4,4,4,4,2,3,2,2,2,2,2,2,4,5,0,0,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,NA,1,2,2,2,2,2,2,2,2,2,4,0,2,2,2,NA,1,2,0,1,0,0,0,0,0,0,0,1,3,2,3,3,3,3,3,4,3,5,5,3,3,3,3,2,2,3,2,2,3,3,3,1,40,3,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,2,55+,Female,Some college/Associate,White,1084.403635955407,0.682693702
728,1,1,0,0,0,1,16,0,0,0,0,0,0,2,1,3,2,3,5,4,4,4,3,3,4,4,4,3,4,5,5,4,3,2,3,3,2,1,2,2,2,4,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,2,3,3,3,1,3,3,3,2,1,1,3,3,3,NA,2,2,0,0,1,0,0,0,0,0,0,1,1,3,2,2,3,2,2,3,2,2,2,2,3,3,3,3,3,3,2,2,3,3,3,2,22,3,1,0,0,0,0,0,0,0,0,0,0,0,4,3,4,2,2,45-54,Female,Some college/Associate,Black,863.6439684095313,0.5437129480770396
193,1,1,0,0,1,2,16,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,4,4,4,4,4,4,4,2,2,2,2,2,2,4,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,2,2,3,3,3,3,3,2,1,1,0,1,1,1,3,2,2,0,0,0,0,0,0,0,0,1,1,3,3,3,3,3,1,1,3,3,3,1,3,3,3,3,3,3,3,3,3,2,2,2,3,17,3,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,2,45-54,Male,HS diploma/GED or less,White,2810.5152074581606,1.7693790091263777
544,1,1,0,0,0,1,16,0,0,0,0,0,0,5,5,6,6,5,3,3,5,2,5,6,3,4,5,4,4,5,5,5,5,4,4,4,NA,3,3,4,3,4,4,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,2,2,2,2,3,2,3,1,2,3,0,2,3,2,NA,2,2,0,0,0,0,0,0,0,0,1,2,3,3,4,4,4,2,2,2,2,3,1,2,4,3,3,3,2,3,3,4,3,3,3,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,6,2,1,1,2,35-44,Female,Bachelor's,Other/Multiple,2740.0026109493137,1.724987323285052
552,1,1,0,0,0,1,16,0,0,0,0,0,0,5,4,5,5,5,5,5,5,4,4,5,5,NA,4,5,4,4,4,4,5,4,4,4,5,5,5,4,4,4,4,0,0,5,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,4,2,2,3,2,2,2,2,3,1,1,0,3,3,1,3,2,2,0,0,0,0,0,0,0,0,1,1,3,3,3,2,2,3,3,3,2,2,2,3,3,2,3,3,3,2,3,2,2,3,3,2,11,2,1,0,0,0,0,0,0,0,0,0,0,0,3,5,5,1,2,45-54,Male,Graduate/professional,White,2998.689882714506,1.8878456587869832
176,1,1,0,0,0,1,16,1,1,0,0,0,0,7,7,7,7,7,6,7,7,5,7,6,7,5,1,5,4,5,5,5,4,5,1,1,1,1,1,4,1,NA,NA,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,3,2,2,1,3,2,1,1,1,1,2,0,3,3,2,NA,1,1,0,0,0,0,0,0,1,0,0,1,4,3,4,3,4,4,1,1,1,1,1,4,3,4,4,3,4,4,3,4,3,4,4,1,25,1,1,1,0,0,0,0,0,0,0,0,0,0,6,5,5,1,2,35-44,Male,Bachelor's,White,1552.360218979116,0.9772989588441372
466,1,1,0,0,1,1,16,0,0,0,0,0,0,6,7,6,3,6,1,1,1,1,2,3,4,4,5,1,3,2,5,4,5,1,1,2,1,1,1,2,3,5,5,1,1,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,1,2,1,3,3,1,2,3,1,3,1,2,3,2,NA,1,2,1,0,1,0,0,0,0,0,0,4,4,4,3,4,4,1,1,2,2,3,1,2,3,1,3,4,4,3,4,4,4,2,4,2,18,3,1,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,2,35-44,Female,Graduate/professional,White,1654.305860831332,1.0414795326715116
36,1,1,0,0,0,2,16,0,0,0,0,0,0,7,7,6,6,7,6,6,6,6,7,6,7,5,5,4,4,4,4,4,4,3,3,3,3,2,1,2,2,4,4,0,0,5,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,NA,1,2,3,1,3,1,2,1,1,2,2,1,3,3,2,NA,2,2,0,0,0,0,0,0,0,0,1,1,1,1,4,2,3,1,1,3,2,2,1,4,3,4,3,3,3,4,4,4,4,3,4,2,9,2,1,0,0,0,0,0,0,0,0,0,0,0,8,3,3,2,2,45-54,Female,Graduate/professional,White,2687.311935768336,1.6918155495139946
197,1,1,0,0,0,1,16,0,0,0,0,0,0,NA,NA,2,2,7,2,4,1,4,7,1,3,4,5,4,5,5,5,4,5,1,4,3,3,1,1,4,NA,4,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,2,3,1,3,3,3,2,2,1,1,1,3,3,2,NA,2,2,0,0,0,0,0,0,0,0,1,1,2,2,3,2,4,2,2,1,1,2,1,4,4,3,4,3,3,4,3,3,4,4,4,2,11,2,1,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,2,35-44,Female,Bachelor's,White,1391.166245339848,0.8758181938234993
772,1,1,0,0,1,2,16,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,5,5,3,4,5,5,5,5,2,2,2,2,3,1,5,5,5,5,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,4,2,3,1,3,3,2,1,1,1,2,1,3,3,2,NA,2,2,0,0,0,0,0,0,0,0,1,1,4,4,4,4,4,1,1,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,5,3,1,0,0,0,0,0,0,0,0,0,0,0,4,5,5,2,2,45-54,Female,Some college/Associate,White,1486.056842881835,0.9355572164086494
599,1,1,0,0,2,2,16,1,0,0,0,1,0,1,2,1,3,1,NA,1,3,2,NA,1,2,5,4,4,4,4,3,4,4,4,3,3,3,3,3,4,2,3,3,1,1,5,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,3,0,2,3,2,NA,1,1,NA,0,0,0,1,0,0,1,0,2,3,3,3,2,3,2,3,3,3,2,2,3,3,3,2,3,3,2,3,3,2,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1,2,25-34,Female,Some college/Associate,Other/Multiple,1338.0003630458796,0.8423472501748046
761,1,1,0,0,1,1,16,1,0,1,0,1,0,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,5,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,NA,3,2,2,1,2,2,2,2,2,2,1,0,2,2,2,NA,2,2,0,0,0,0,0,0,0,0,1,1,3,3,3,3,3,2,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,5,3,1,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,2,35-44,Female,Bachelor's,Black,808.4968907,0.5089947293349537
362,1,1,0,0,0,1,16,0,0,0,0,0,0,6,6,5,5,5,6,6,5,5,6,5,5,4,4,3,4,4,3,5,4,4,3,4,4,4,3,4,4,3,4,1,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,2,3,2,1,2,NA,1,1,2,1,1,2,2,2,NA,2,2,0,0,0,0,0,0,0,1,0,1,3,3,2,3,3,3,3,2,3,2,2,3,3,2,3,3,3,2,3,3,3,3,3,1,5,3,1,0,0,0,0,0,0,0,0,0,0,0,7,3,3,2,2,45-54,Male,HS diploma/GED or less,Black,1633.3725850872524,1.028300846
212,1,1,0,0,0,1,16,0,0,0,0,0,0,7,7,7,7,7,6,7,7,NA,7,7,7,4,5,5,5,5,5,5,5,5,5,5,3,1,1,3,3,5,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,2,4,1,3,3,2,1,1,3,1,1,3,3,2,NA,2,2,0,0,0,0,0,0,0,0,1,1,4,4,4,4,3,1,1,1,1,1,1,4,4,3,4,3,3,4,3,4,4,4,4,2,10,3,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,2,2,35-44,Female,Bachelor's,White,1391.166245339848,0.8758181938234993
75,1,1,0,0,1,2,16,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,1,5,NA,5,5,1,5,5,1,1,1,1,1,5,5,0,0,5,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,3,2,4,1,1,1,1,1,1,1,2,1,3,3,2,NA,2,2,0,0,0,0,0,0,0,0,1,1,4,4,4,3,4,2,2,2,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,1,45-54,Female,Graduate/professional,NA,NA,0
184,1,1,0,0,0,1,16,0,0,0,0,0,0,4,4,3,4,4,4,5,3,3,4,3,4,5,5,5,4,4,4,4,3,3,4,4,3,4,4,4,4,4,4,1,0,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NA,3,2,2,1,3,2,3,3,3,3,3,0,3,2,2,NA,2,2,0,1,0,0,0,0,0,1,0,3,3,3,2,2,3,2,3,2,3,2,3,3,2,3,3,3,3,3,2,3,2,3,3,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,2,35-44,Female,HS diploma/GED or less,Black,901.0927926,0.5672891106216092
682,1,1,0,0,0,1,16,0,0,0,0,0,0,3,3,3,3,4,5,5,2,5,4,2,4,4,5,2,4,5,5,5,5,1,3,2,NA,1,1,2,2,4,5,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,1,2,3,1,3,3,1,3,1,1,3,1,3,3,2,NA,2,2,0,0,0,0,0,0,0,0,1,2,4,4,4,4,3,3,2,3,3,2,2,4,4,1,4,4,4,3,3,4,3,3,2,2,6,3,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,2,35-44,Female,HS diploma/GED or less,Black,901.0927926,0.5672891106216092
858,1,1,0,0,0,2,16,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,5,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,NA,2,2,2,2,2,2,2,2,2,2,3,0,2,2,1,3,1,1,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,1,11,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,3,NA,2,25-34,Male,Some college/Associate,White,758.0498384461075,0.47723544368622733
647,1,1,0,0,0,1,16,0,0,0,0,0,0,7,5,4,4,6,5,6,4,4,6,5,4,5,4,4,5,4,4,4,4,1,2,1,1,1,1,1,3,5,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,2,1,3,2,3,1,2,1,1,3,0,4,3,2,NA,2,2,0,0,0,0,0,0,0,0,1,2,4,2,4,1,2,2,1,1,2,5,5,3,3,4,3,2,3,2,3,2,3,3,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,2,35-44,Female,HS diploma/GED or less,Black,901.0927926,0.5672891106216092
